latitude,longitude,altitude,geometry,coordinates,stroke,stroke-width,stroke-opacity,fill,fill-opacity,Name
,,,MultiPolygon,"-90.936728,39.399511,-90.935729,39.397331,-90.934785,39.393529,-90.934007,39.392127,-90.928745,39.387544,-90.924601,39.385136,-90.920976,39.383687,-90.914658,39.381956,-90.910754,39.381497,-90.907999,39.380812,-90.904862,39.379403,-90.902905,39.377534,-90.902656,39.375366,-90.900095,39.372354,-90.896462,39.369176,-90.893777,39.367343,-90.89049,39.365524,-90.87608,39.359478,-90.866575,39.35464,-90.859113,39.35137,-90.8475,39.345272,-90.840106,39.340438,-90.821306,39.323659,-90.816851,39.320496,-90.799346,39.313087,-90.793461,39.309498,-90.79231,39.308261,-90.791689,39.306957,-90.791305,39.304277,-90.790675,39.302908,-90.783789,39.297164,-90.779486,39.295122,-90.775673,39.292811,-90.773887,39.290544,-90.768877,39.281512,-90.767648,39.280025,-90.757742,39.271315,-90.751599,39.265432,-90.748877,39.264126,-90.740778,39.262442,-90.736005,39.260386,-90.731967,39.257713,-90.72996,39.255894,-90.727627,39.2525,-90.726981,39.251173,-90.723663,39.238952,-90.721593,39.23273,-90.721188,39.230176,-90.721975,39.225198,-90.721835,39.224108,-90.717113,39.213912,-90.716597,39.210414,-90.716677,39.206723,-90.717427,39.202791,-90.717404,39.197414,-90.71437,39.185308,-90.713713,39.183339,-90.711104,39.178391,-90.71048,39.176366,-90.709953,39.172924,-90.709146,39.155111,-90.707902,39.15086,-90.705168,39.143152,-90.702923,39.138749,-90.700464,39.135439,-90.695926,39.131122,-90.692261,39.125048,-90.68739,39.11991,-90.686051,39.117785,-90.684518,39.113567,-90.681086,39.10059,-90.681994,39.090066,-90.682744,39.088348,-90.686237,39.084989,-90.693551,39.079237,-90.698282,39.074649,-90.700165,39.072279,-90.701201,39.07032,-90.702136,39.065568,-90.702943,39.064545,-90.712541,39.057064,-90.713585,39.055567,-90.713629,39.053977,-90.712726,39.049736,-90.71158,39.046798,-90.707885,39.042262,-90.700595,39.029074,-90.692403,39.016656,-90.69,39.012169,-90.688813,39.007342,-90.687719,39.005374,-90.683683,39.000049,-90.682068,38.998778,-90.679027,38.993867,-90.678193,38.991851,-90.675715,38.981066,-90.676245,38.978273,-90.676383,38.975079,-90.676417,38.965812,-90.675949,38.96214,-90.671844,38.952296,-90.669229,38.948176,-90.668089,38.943003,-90.663424,38.935551,-90.662854,38.933083,-90.663654,38.928716,-90.663018,38.926283,-90.659237,38.923411,-90.64729,38.912095,-90.644143,38.910378,-90.636994,38.905123,-90.635896,38.903941,-90.629668,38.893236,-90.628485,38.891617,-90.624737,38.888188,-90.623356,38.887149,-90.619464,38.885366,-90.611248,38.882242,-90.586521,38.87135,-90.585402,38.86977,-90.582259,38.868794,-90.577576,38.868384,-90.573091,38.868435,-90.561021,38.869476,-90.554564,38.871109,-90.548917,38.872937,-90.546831,38.874009,-90.54571,38.87505,-90.538587,38.879742,-90.532754,38.88547,-90.528244,38.889421,-90.518581,38.896979,-90.516963,38.898818,-90.514294,38.900085,-90.510686,38.901106,-90.507451,38.902767,-90.499672,38.910605,-90.496023,38.915336,-90.487058,38.925862,-90.48623,38.928455,-90.484214,38.931576,-90.482725,38.934712,-90.482799,38.937345,-90.48341,38.939395,-90.483071,38.94307,-90.480485,38.947396,-90.475837,38.952799,-90.472122,38.958838,-90.467784,38.961809,-90.462411,38.964322,-90.450813,38.967769,-90.445303,38.966826,-90.439203,38.967287,-90.43651,38.966572,-90.42978,38.963778,-90.419269,38.963654,-90.411161,38.963154,-90.406367,38.962554,-90.395816,38.960037,-90.383126,38.955453,-90.377247,38.952826,-90.375114,38.952275,-90.346442,38.94079,-90.340613,38.937548,-90.338202,38.935831,-90.333533,38.933489,-90.324179,38.929827,-90.319052,38.928667,-90.309454,38.92412,-90.306113,38.923525,-90.298711,38.923395,-90.280752,38.923952,-90.275812,38.923548,-90.269872,38.922556,-90.262792,38.920344,-90.256993,38.920763,-90.254033,38.920489,-90.250248,38.919344,-90.241703,38.914828,-90.236027,38.9126,-90.230336,38.91086,-90.22585,38.908923,-90.219867,38.905192,-90.209312,38.896913,-90.20358,38.90213,-90.205322,38.904818,-90.204374,38.905941,-90.206009,38.905952,-90.206043,38.908085,-90.205466,38.907764,-90.205231,38.908584,-90.205262,38.907764,-90.203007,38.907767,-90.202853,38.908195,-90.202829,38.907768,-90.201152,38.90776,-90.201211,38.910951,-90.201519,38.910946,-90.201543,38.911663,-90.201219,38.911789,-90.201243,38.917238,-90.203377,38.917209,-90.203299,38.921745,-90.194562,38.921923,-90.194563,38.922723,-90.191016,38.922766,-90.191762,38.92262,-90.191836,38.922322,-90.191023,38.922326,-90.191026,38.921959,-90.18761,38.922007,-90.187191,38.922877,-90.186822,38.92288,-90.186822,38.922323,-90.186196,38.922344,-90.186205,38.922038,-90.184199,38.922073,-90.184183,38.923543,-90.181309,38.922727,-90.181332,38.923322,-90.185709,38.927447,-90.18591,38.933132,-90.181711,38.933123,-90.181694,38.932236,-90.180671,38.932549,-90.180589,38.931641,-90.179651,38.930858,-90.17606,38.930834,-90.175163,38.932136,-90.174695,38.932292,-90.17153,38.931911,-90.17151,38.925826,-90.171798,38.925838,-90.171889,38.922251,-90.164125,38.922269,-90.164112,38.924999,-90.166573,38.924964,-90.166607,38.925831,-90.168445,38.925831,-90.168513,38.929511,-90.165283,38.929695,-90.165227,38.929455,-90.165867,38.929272,-90.165793,38.928156,-90.164594,38.927157,-90.163853,38.927177,-90.162024,38.924564,-90.159308,38.922097,-90.156506,38.920565,-90.156445,38.922343,-90.158563,38.922168,-90.162206,38.924913,-90.164048,38.927724,-90.163403,38.927718,-90.163313,38.929092,-90.16368,38.929084,-90.164295,38.929886,-90.154652,38.929679,-90.154524,38.926244,-90.150731,38.926276,-90.149132,38.924397,-90.142461,38.924284,-90.142274,38.929997,-90.13743,38.930094,-90.137451,38.923562,-90.133538,38.923676,-90.133492,38.922668,-90.127035,38.923007,-90.127019,38.924017,-90.127871,38.924801,-90.127596,38.925477,-90.126922,38.925773,-90.126429,38.926518,-90.126572,38.926974,-90.127084,38.927145,-90.125403,38.927313,-90.124058,38.923245,-90.118643,38.923247,-90.11866,38.926575,-90.112825,38.926575,-90.112807,38.925417,-90.116791,38.925387,-90.116763,38.924423,-90.11244,38.924418,-90.112544,38.926674,-90.104459,38.926717,-90.104482,38.926343,-90.104191,38.926357,-90.106007,38.923738,-90.10308,38.923932,-90.103061,38.923328,-90.046555,38.924067,-90.021125,38.92313,-90.020772,38.916556,-90.02055,38.891608,-90.040205,38.891806,-90.040164,38.872471,-90.040405,38.871047,-90.03958,38.862593,-90.038898,38.843374,-90.038974,38.820681,-90.038204,38.759881,-90.03877,38.72944,-90.038813,38.707664,-90.038528,38.702458,-90.038822,38.701836,-90.038904,38.695156,-90.038353,38.692747,-90.037734,38.672238,-90.009247,38.673163,-90.002995,38.671143,-90.00311,38.669116,-90.004378,38.668021,-90.003246,38.666899,-90.003309,38.665638,-90.001168,38.665599,-90.001062,38.661213,-89.998481,38.663151,-89.998519,38.665543,-89.997008,38.66553,-89.997022,38.66667,-89.996191,38.666708,-89.978596,38.672475,-89.978103,38.673311,-89.97649,38.673942,-89.973976,38.673847,-89.970068,38.676011,-89.967916,38.67615,-89.966784,38.675781,-89.964551,38.676079,-89.964527,38.682828,-89.958492,38.682819,-89.958445,38.687368,-89.952482,38.687435,-89.953094,38.689457,-89.952687,38.691465,-89.951105,38.693343,-89.952334,38.694216,-89.954966,38.693897,-89.956658,38.696399,-89.957384,38.698465,-89.947379,38.698326,-89.946932,38.698813,-89.946551,38.702395,-89.946908,38.709999,-89.958806,38.708184,-89.956763,38.715014,-89.956498,38.716817,-89.95658,38.744954,-89.928415,38.745017,-89.928111,38.802984,-89.928158,38.806001,-89.928578,38.806274,-89.927926,38.807143,-89.928568,38.807487,-89.928172,38.807955,-89.927976,38.810009,-89.927589,38.831802,-89.927889,38.839564,-89.927339,38.852195,-89.927602,38.85395,-89.92761,38.868357,-89.928028,38.880285,-89.928508,38.880862,-89.928028,38.881051,-89.927606,38.895363,-89.927412,38.919522,-89.852402,38.918612,-89.850571,38.91881,-89.820193,38.918037,-89.72631,38.917446,-89.693751,38.917487,-89.603854,38.918941,-89.547047,38.917859,-89.486638,38.91603,-89.471806,38.915968,-89.283946,38.917312,-89.256708,38.917173,-89.2574,38.999151,-89.250364,38.999031,-89.250773,39.000045,-89.250373,39.006645,-89.250472,39.061416,-89.250379,39.063948,-89.250074,39.064441,-89.250486,39.069459,-89.250676,39.088144,-89.250413,39.094123,-89.250693,39.095256,-89.250459,39.096131,-89.250796,39.125044,-89.250603,39.152012,-89.250903,39.153741,-89.250889,39.19906,-89.250513,39.217512,-89.140076,39.217907,-89.139568,39.243729,-89.139807,39.348888,-89.081764,39.34695,-89.025381,39.345896,-89.025541,39.418832,-89.024904,39.434771,-89.02492,39.435171,-89.026408,39.435172,-89.023987,39.52319,-89.024724,39.604916,-89.02568,39.654183,-88.996783,39.654283,-88.978535,39.653648,-88.957408,39.653551,-88.920704,39.652678,-88.810575,39.653222,-88.812709,39.740486,-88.786017,39.740691,-88.766939,39.740362,-88.75784,39.739907,-88.757729,39.750044,-88.75866,39.792067,-88.643653,39.792246,-88.462328,39.79182,-88.462181,39.828949,-88.462557,39.839174,-88.462207,39.879092,-88.349187,39.879451,-88.349234,39.951602,-88.331343,39.951643,-88.331537,39.967342,-88.237406,39.966603,-88.123219,39.967573,-88.124937,40.14219,-88.186616,40.142032,-88.186635,40.143785,-88.189503,40.143771,-88.190594,40.142016,-88.189035,40.144739,-88.190602,40.144675,-88.190591,40.145754,-88.200862,40.145577,-88.201211,40.171075,-88.254102,40.170998,-88.255641,40.170791,-88.257638,40.168896,-88.258275,40.171063,-88.296122,40.171299,-88.296078,40.160988,-88.298813,40.157259,-88.298972,40.156276,-88.298517,40.155352,-88.301081,40.153609,-88.293432,40.149926,-88.29133,40.148472,-88.290786,40.148842,-88.290289,40.148737,-88.289796,40.148166,-88.290095,40.146074,-88.289604,40.144955,-88.288535,40.143765,-88.286188,40.14216,-88.415549,40.142426,-88.463174,40.142196,-88.462874,40.14849,-88.463338,40.164017,-88.46366,40.223352,-88.46072,40.223322,-88.460418,40.281935,-88.479502,40.281799,-88.4809,40.281216,-88.516908,40.281092,-88.604408,40.281804,-88.684822,40.281963,-88.806335,40.282727,-88.89938,40.282662,-88.91956,40.282294,-88.920246,40.312301,-88.975784,40.311974,-88.980151,40.341627,-88.989165,40.341955,-88.989629,40.39118,-88.990089,40.398962,-88.989215,40.406996,-88.99067,40.436176,-88.984759,40.436004,-88.978123,40.435315,-88.979111,40.444009,-88.981085,40.44404,-88.981368,40.455916,-88.980987,40.455918,-88.980985,40.45619,-88.981388,40.456189,-88.981633,40.461662,-88.981557,40.46221,-88.981047,40.462422,-88.981572,40.462421,-88.98161,40.463473,-88.980408,40.46353,-88.981873,40.481248,-88.983386,40.495096,-88.983828,40.503453,-88.982235,40.504038,-88.982416,40.510094,-88.984328,40.509154,-88.985875,40.525233,-88.986772,40.538886,-89.017015,40.539467,-89.020466,40.539013,-89.02264,40.53817,-89.024511,40.536989,-89.026046,40.535423,-89.026978,40.533769,-89.027384,40.532156,-89.028626,40.51701,-89.011455,40.517137,-89.011047,40.502448,-89.00137,40.502453,-89.00111,40.496592,-89.006476,40.495236,-89.005909,40.495203,-89.005859,40.49215,-89.010854,40.492153,-89.010844,40.491165,-89.012995,40.491179,-89.013036,40.490906,-89.014141,40.490933,-89.014138,40.490436,-89.016147,40.490434,-89.016151,40.489603,-89.017333,40.489482,-89.021511,40.495539,-89.027219,40.495426,-89.028137,40.494568,-89.030557,40.494418,-89.030547,40.493881,-89.034242,40.493842,-89.039677,40.493833,-89.042118,40.495392,-89.044752,40.495351,-89.044517,40.487675,-89.044863,40.487348,-89.053113,40.487773,-89.152607,40.487069,-89.151878,40.465258,-89.150788,40.403151,-89.150702,40.380421,-89.149346,40.326343,-89.149344,40.311786,-89.147594,40.209716,-89.1457,40.122476,-89.144508,40.034398,-89.143457,39.91792,-89.217846,39.91699,-89.217838,39.878313,-89.217546,39.872392,-89.217375,39.836491,-89.217523,39.813224,-89.220175,39.81291,-89.221848,39.813358,-89.223525,39.814652,-89.22526,39.814953,-89.227002,39.814367,-89.228248,39.813205,-89.229847,39.813578,-89.231382,39.813518,-89.233352,39.813218,-89.233946,39.812852,-89.234434,39.813418,-89.233885,39.814429,-89.234242,39.815148,-89.233743,39.815519,-89.232381,39.815625,-89.231535,39.816306,-89.232609,39.816637,-89.234279,39.816267,-89.234753,39.81751,-89.236356,39.8177,-89.235409,39.818696,-89.237157,39.81968,-89.236248,39.821703,-89.236337,39.822157,-89.237193,39.822173,-89.23825,39.821062,-89.23979,39.821322,-89.240301,39.821839,-89.240066,39.822881,-89.24031,39.823327,-89.242838,39.823153,-89.245118,39.824545,-89.246532,39.826085,-89.248609,39.825723,-89.251912,39.822556,-89.253167,39.818194,-89.254988,39.815045,-89.256717,39.813118,-89.256771,39.811093,-89.257175,39.809808,-89.258677,39.80909,-89.259973,39.808002,-89.259752,39.806782,-89.260376,39.805602,-89.262541,39.804385,-89.264588,39.804278,-89.265052,39.805096,-89.265034,39.80642,-89.265373,39.806422,-89.266706,39.805189,-89.270808,39.803602,-89.271416,39.802891,-89.272091,39.801125,-89.274325,39.800054,-89.276406,39.799144,-89.278778,39.800094,-89.279542,39.798924,-89.281349,39.798899,-89.281774,39.796607,-89.283678,39.79576,-89.282677,39.79461,-89.283393,39.793853,-89.285722,39.793799,-89.286588,39.792753,-89.288217,39.792046,-89.289305,39.791951,-89.292104,39.792754,-89.29261,39.792269,-89.292391,39.79143,-89.291555,39.790668,-89.291551,39.790086,-89.291906,39.789779,-89.293091,39.78955,-89.294117,39.790176,-89.296619,39.789752,-89.29742,39.78897,-89.297703,39.787785,-89.299715,39.78454,-89.298467,39.783979,-89.298289,39.783299,-89.299626,39.782798,-89.299766,39.781631,-89.301435,39.779767,-89.301431,39.779193,-89.300444,39.778414,-89.303122,39.775813,-89.307843,39.774361,-89.310448,39.772169,-89.312581,39.7713,-89.314279,39.771102,-89.315854,39.771939,-89.316774,39.771107,-89.317775,39.770793,-89.320558,39.771821,-89.322342,39.771859,-89.325631,39.770052,-89.328762,39.769337,-89.329152,39.768804,-89.328604,39.767571,-89.327848,39.767287,-89.325225,39.767326,-89.325023,39.767025,-89.325307,39.766184,-89.325709,39.765997,-89.327779,39.765974,-89.327855,39.765452,-89.327096,39.764514,-89.327186,39.764266,-89.328701,39.763542,-89.331553,39.764561,-89.334055,39.764857,-89.337424,39.76594,-89.340748,39.766468,-89.341592,39.766932,-89.342938,39.766607,-89.344528,39.766906,-89.350023,39.769639,-89.352667,39.769616,-89.353004,39.771464,-89.353958,39.772107,-89.355303,39.771419,-89.35591,39.7706,-89.357795,39.770822,-89.358406,39.77022,-89.358873,39.768771,-89.360034,39.767517,-89.359596,39.764879,-89.358939,39.763113,-89.358891,39.76176,-89.360643,39.760274,-89.361453,39.758098,-89.36224,39.757153,-89.362605,39.755799,-89.363355,39.755665,-89.365214,39.757223,-89.367123,39.757325,-89.369843,39.756329,-89.370257,39.755281,-89.370986,39.754971,-89.371731,39.755619,-89.372492,39.758085,-89.373918,39.758646,-89.375906,39.75685,-89.378754,39.755509,-89.379782,39.753804,-89.380242,39.753539,-89.382975,39.754377,-89.384868,39.753567,-89.386347,39.751797,-89.386224,39.750389,-89.385874,39.749975,-89.393551,39.743324,-89.394848,39.742678,-89.397334,39.742091,-89.407601,39.74311,-89.409475,39.74353,-89.410203,39.744031,-89.414097,39.747652,-89.419493,39.751939,-89.41962,39.753012,-89.418527,39.754192,-89.419762,39.755324,-89.418772,39.757074,-89.417191,39.757576,-89.417843,39.759205,-89.420217,39.76137,-89.424104,39.761586,-89.425171,39.762022,-89.425262,39.750042,-89.425535,39.747676,-89.428029,39.749073,-89.430711,39.749621,-89.477102,39.749262,-89.519301,39.750193,-89.532607,39.749595,-89.532701,39.750434,-89.533866,39.75201,-89.533844,39.75324,-89.534442,39.753498,-89.534505,39.753822,-89.53373,39.755161,-89.534455,39.75526,-89.533822,39.756369,-89.534056,39.756572,-89.533708,39.756758,-89.534198,39.75689,-89.533814,39.757752,-89.534317,39.758286,-89.534006,39.758383,-89.533023,39.760447,-89.532433,39.760716,-89.532447,39.761144,-89.533215,39.761018,-89.533677,39.761408,-89.533592,39.7625,-89.53453,39.76272,-89.534203,39.763121,-89.534985,39.763637,-89.534494,39.763895,-89.535092,39.764175,-89.534601,39.764718,-89.535255,39.764823,-89.535326,39.765191,-89.534671,39.766283,-89.533981,39.76637,-89.534379,39.76698,-89.533903,39.767276,-89.534308,39.767683,-89.533454,39.768121,-89.533077,39.768862,-89.533005,39.769801,-89.533311,39.770487,-89.532479,39.770465,-89.532308,39.770185,-89.531774,39.770471,-89.532279,39.770734,-89.53225,39.772194,-89.532926,39.772288,-89.532784,39.772776,-89.533338,39.772859,-89.53353,39.773776,-89.534205,39.774764,-89.537214,39.776466,-89.537349,39.776927,-89.536816,39.776724,-89.53678,39.776949,-89.537527,39.777317,-89.537477,39.777789,-89.538039,39.777663,-89.53816,39.778755,-89.538729,39.778893,-89.538771,39.779733,-89.539482,39.780935,-89.539148,39.781138,-89.539404,39.78155,-89.540087,39.781243,-89.539759,39.782132,-89.540869,39.782072,-89.540521,39.782434,-89.54067,39.782659,-89.541169,39.782794,-89.541316,39.783226,-89.542222,39.783309,-89.542745,39.786073,-89.539379,39.787845,-89.586802,39.787662,-89.590667,39.787331,-89.596286,39.787594,-89.596268,39.794484,-89.597319,39.794659,-89.595414,39.801763,-89.595018,39.801938,-89.595363,39.801945,-89.594307,39.805863,-89.596397,39.80375,-89.596402,39.810962,-89.601777,39.811183,-89.601744,39.810887,-89.605636,39.810896,-89.605551,39.81298,-89.6123,39.813135,-89.612292,39.814461,-89.612691,39.814429,-89.612309,39.814608,-89.612377,39.81597,-89.611066,39.815858,-89.611079,39.816486,-89.613938,39.816536,-89.613976,39.820645,-89.615614,39.820657,-89.615744,39.82138,-89.610959,39.822644,-89.610898,39.823951,-89.612577,39.823872,-89.613285,39.82413,-89.613138,39.828733,-89.61519,39.828785,-89.615211,39.831094,-89.615763,39.831099,-89.615832,39.838501,-89.620759,39.838406,-89.620529,39.842269,-89.621775,39.842228,-89.623158,39.842744,-89.622868,39.843091,-89.623229,39.84359,-89.624355,39.844127,-89.624576,39.844643,-89.625749,39.844839,-89.626268,39.845569,-89.627129,39.845828,-89.630419,39.846032,-89.631919,39.845652,-89.633143,39.844767,-89.634087,39.845007,-89.635622,39.844712,-89.635663,39.844929,-89.642959,39.84412,-89.649885,39.840683,-89.65571,39.838312,-89.662555,39.834644,-89.66396,39.834083,-89.664138,39.834353,-89.66412,39.834016,-89.666512,39.832898,-89.678082,39.829295,-89.68642,39.82559,-89.692648,39.822062,-89.704203,39.812955,-89.705472,39.810982,-89.706194,39.80882,-89.706604,39.79519,-89.706316,39.794703,-89.706479,39.787217,-89.70508,39.787743,-89.703485,39.788907,-89.701211,39.786818,-89.696398,39.786781,-89.696413,39.790389,-89.686959,39.790452,-89.686996,39.78675,-89.682423,39.786834,-89.682353,39.785558,-89.680387,39.784687,-89.680697,39.7838,-89.68067,39.78234,-89.67376,39.78248,-89.67332,39.777476,-89.672916,39.777469,-89.672917,39.777022,-89.677591,39.776981,-89.677552,39.774093,-89.680547,39.773885,-89.682106,39.774348,-89.682279,39.774037,-89.682311,39.771367,-89.677493,39.771323,-89.677418,39.764186,-89.679001,39.764177,-89.679101,39.763701,-89.6787,39.763643,-89.6787,39.76305,-89.686657,39.76144,-89.686741,39.760991,-89.686705,39.756949,-89.677328,39.756973,-89.676992,39.74233,-89.65363,39.742772,-89.653521,39.741459,-89.651993,39.741803,-89.651978,39.742558,-89.644504,39.742712,-89.643788,39.703202,-89.643229,39.699163,-89.641972,39.699635,-89.640871,39.699492,-89.638071,39.699947,-89.637708,39.700336,-89.637524,39.699968,-89.636735,39.699721,-89.636266,39.699957,-89.635868,39.699644,-89.63606,39.699347,-89.634732,39.698276,-89.634143,39.698227,-89.634484,39.697475,-89.633014,39.696695,-89.63266,39.695246,-89.6305,39.694838,-89.630741,39.693202,-89.630515,39.693115,-89.631014,39.690925,-89.630752,39.690738,-89.630083,39.691364,-89.628726,39.691528,-89.628009,39.69089,-89.628208,39.690495,-89.627668,39.690501,-89.627703,39.691236,-89.627277,39.691247,-89.62761,39.691598,-89.627944,39.691511,-89.627901,39.692169,-89.626152,39.693266,-89.625868,39.69381,-89.625434,39.693952,-89.62508,39.693085,-89.624688,39.694421,-89.624048,39.693559,-89.62385,39.694097,-89.624092,39.69475,-89.622551,39.695514,-89.622365,39.694932,-89.621465,39.694223,-89.621816,39.692973,-89.620361,39.694405,-89.621099,39.695551,-89.620361,39.695575,-89.618415,39.694836,-89.61801,39.695264,-89.618437,39.696318,-89.618252,39.696521,-89.616881,39.696077,-89.614294,39.696237,-89.613675,39.694487,-89.612942,39.693757,-89.612501,39.692549,-89.612131,39.692533,-89.612823,39.695096,-89.612695,39.695739,-89.610954,39.695816,-89.610578,39.696245,-89.610151,39.695663,-89.609697,39.695762,-89.609249,39.695444,-89.610387,39.696766,-89.609457,39.698254,-89.608881,39.698606,-89.607417,39.698283,-89.606713,39.697706,-89.606145,39.698113,-89.604156,39.698476,-89.60299,39.698114,-89.601609,39.696831,-89.602485,39.69608,-89.602254,39.695104,-89.60181,39.695191,-89.601412,39.69338,-89.60072,39.692973,-89.60042,39.69316,-89.600796,39.693572,-89.598887,39.694964,-89.598,39.694592,-89.597836,39.695878,-89.591962,39.696263,-89.590678,39.612554,-89.534998,39.612226,-89.533886,39.557228,-89.533655,39.524592,-89.589446,39.524573,-89.720537,39.523118,-89.78728,39.52284,-89.800366,39.523025,-89.958968,39.521996,-90.009846,39.521273,-90.022719,39.521553,-90.128639,39.520442,-90.139296,39.520601,-90.228136,39.519927,-90.275804,39.519962,-90.469765,39.521273,-90.519386,39.521207,-90.551742,39.521798,-90.581055,39.521728,-90.58053,39.517993,-90.580992,39.514557,-90.582202,39.510332,-90.583577,39.507591,-90.586158,39.503713,-90.587676,39.500047,-90.58839,39.496419,-90.590605,39.493675,-90.592092,39.486979,-90.593728,39.48371,-90.595137,39.482012,-90.603849,39.468708,-90.607597,39.463829,-90.610502,39.457447,-90.611998,39.441408,-90.612791,39.437883,-90.614738,39.434161,-90.61602,39.430574,-90.616807,39.423878,-90.615266,39.413744,-90.615416,39.406961,-90.614155,39.402208,-90.6136,39.398736,-90.613694,39.395775,-90.625123,39.395668,-90.650941,39.396305,-90.668512,39.396268,-90.701009,39.396808,-90.750126,39.398464,-90.841423,39.399887,-90.875747,39.399955,-90.876302,39.399647,-90.908735,39.400208,-90.91137,39.399708,-90.936728,39.399511",#555555,1,1,#555555,0.2,
,,,LineString,"-89.01723861694336,40.489553380106855,-89.01620864868164,40.48971657073318,-89.0161657333374,40.49043460477457,-89.01419162750244,40.490499880215545,-89.01410579681396,40.490956806524615,-89.01294708251953,40.49098944399906,-89.01294708251953,40.49128318055486,-89.0167236328125,40.49180537570156,-89.01792526245116,40.49167482729584,-89.02067184448242,40.49585225030554,-89.0192985534668,40.49650494915766,-89.02024269104002,40.497745059483584,-89.01878356933594,40.49878934513705,-89.01895523071289,40.4994420154159,-89.01809692382812,40.499572548709736,-89.01801109313965,40.50113892842449,-89.01105880737303,40.50087786767858,-89.0108871459961,40.49591752047649,-89.0108871459961,40.494938461245376,-89.00118827819823,40.495134274234516,-89.00118827819823,40.49657021869364,-88.99895668029785,40.49813666850851,-88.99706840515137,40.49813666850851,-88.9987850189209,40.495199545103894,-88.99415016174316,40.495264815909806,-88.99466514587402,40.50244421691464,-89.03955459594727,40.502052633034495,-89.04043436050415,40.50290106188567,-89.03989791870117,40.493828843512766,-89.03058528900146,40.49392675169789,-89.03058528900146,40.49444892627241,-89.02818202972412,40.494612104993564,-89.02728080749512,40.495427992646725,-89.02153015136719,40.495525898498414,-89.0172466635704,40.48954522056514",,,,,,
,,,LineString,"-88.99415016174316,40.495264815909806,-88.98346424102783,40.495362721999584,-88.98397922515869,40.507599858141056,-88.98608207702637,40.50750196990991,-88.99144649505615,40.50456525653956,-88.99462223052979,40.50159578228518,-88.99416893720627,40.495262776198054",,,,,,
,,,LineString,"-88.98342132568358,40.49539535733108,-88.9774990081787,40.49549326323041,-88.97762775421143,40.494807918935145,-88.97655487060547,40.49568907460039,-88.97192001342772,40.495525898498414,-88.97174835205078,40.499311481868105,-88.97363662719727,40.499246214998976,-88.97363662719727,40.50309685163507,-88.97363662719727,40.50505471769747,-88.98385047912598,40.504858933662916,-88.9834588766098,40.49538311908364",,,,,,
,,,LineString,"-88.98221969604492,40.51007964567342,-88.98393630981445,40.507730375560335,-88.98376464843749,40.50498945641612,-88.9823055267334,40.504858933662916,-88.97363662719727,40.50506287535317,-88.9735722541809,40.50577258760145,-88.97299289703369,40.506792275961296,-88.97294998168945,40.508072982577445,-88.97329330444336,40.510340670605956,-88.96857261657715,40.510405926680356,-88.96857261657715,40.51065879336881,-88.96856188774109,40.51083824656928,-88.9682400226593,40.511768132734666,-88.96827220916747,40.51379915504413,-88.96865844726562,40.514810564894916,-88.96973133087158,40.51637658875741,-88.98213386535645,40.50999807517362",,,,,,
,,,Polygon,"-89.04041290283203,40.50277053506857,-89.03989791870117,40.49389411565205,-89.03054237365723,40.49392675169789,-89.03054237365723,40.49441629048055,-89.02813911437987,40.494644740690184,-89.02740955352783,40.495427992646725,-89.02148723602295,40.495525898498414,-89.01719570159912,40.48958601826388,-89.01625156402588,40.48981448491849,-89.01612281799316,40.49033669149404,-89.01419162750244,40.490499880215545,-89.01410579681396,40.49098944399906,-89.01307582855225,40.490956806524615,-89.013032913208,40.491315817870586,-89.01685237884521,40.491870649809165,-89.01792526245116,40.49167482729584,-89.02071475982666,40.49595015553815,-89.01942729949951,40.49650494915766,-89.02032852172852,40.49771242529498,-89.01886940002441,40.498724077759924,-89.01899814605713,40.49950728209458,-89.01809692382812,40.499637815261394,-89.01801109313965,40.50120419345223,-89.01097297668457,40.50084523501389,-89.01084423065186,40.494971096783246,-89.00595188140869,40.49500373230525,-89.00123119354248,40.495134274234516,-89.0013599395752,40.50237895309335,-89.0395975112915,40.5020852651118,-89.04041290283203,40.50277053506857",,,,,,
,,,Polygon,"-89.00133848190308,40.502395269054624,-89.0012526512146,40.49657837738116,-88.99895936250687,40.498138708132885,-88.99707913398741,40.498140747757155,-88.9987850189209,40.49521178338484,-88.99415016174316,40.495264815909806,-88.9946436882019,40.502460532860034,-89.00133848190308,40.502395269054624",,,,,,
,,,Polygon,"-88.99462223052979,40.50166104686843,-88.99415016174316,40.495232180514776,-88.98337841033936,40.495427992646725,-88.98397922515869,40.507599858141056,-88.98610353469849,40.50750196990991,-88.99144649505615,40.50456525653956,-88.99462223052979,40.50166104686843",,,,,,
,,,Polygon,"-88.98393630981445,40.507599858141056,-88.98385047912598,40.50505471769747,-88.97372245788574,40.505185240069686,-88.97303581237793,40.50681674829145,-88.97329330444336,40.510275414468076,-88.9687442779541,40.510275414468076,-88.9687442779541,40.51060169452249,-88.9684009552002,40.51158052516068,-88.96831512451172,40.51399491298012,-88.96968841552734,40.51653971413954,-88.9821982383728,40.51007964567342,-88.98393630981445,40.507746690219875,-88.98393630981445,40.507599858141056",,,,,,
